time,X_value,Y_value,Z_value
36.2307,-5.76163,-6.05366,5.13099
36.2921,-6.07886,-6.23505,4.51018
36.3479,-6.10143,-6.72009,3.71255
36.4097,-6.12246,-7.05304,2.99004
36.4694,-6.21734,-7.19314,2.40282
36.5306,-6.1612,-7.47847,1.5107
36.5921,-6.13171,-7.60917,0.82022
36.6503,-6.10016,-7.67668,0.16351
36.7107,-6.00784,-7.73914,-0.4263
36.7706,-5.92084,-7.76331,-0.91915
36.8303,-6.01119,-7.65398,-1.20501
36.8905,-6.16587,-7.44982,-1.62857
36.9492,-6.4152,-7.22446,-1.67993
37.01,-6.55775,-7.1014,-1.65406
37.0692,-6.72366,-7.09488,-0.79069
37.1306,-6.64469,-7.17383,0.74453
37.1911,-6.51381,-7.03796,2.05124
37.2496,-6.48381,-6.90253,2.54667
37.311,-6.16843,-6.95489,3.12254
37.3699,-5.97344,-7.15782,3.042
37.4297,-6.11587,-7.22411,2.56483
37.4922,-6.1501,-7.35449,2.06345
37.55,-6.18536,-7.30562,2.13062
37.6093,-6.03769,-7.34126,2.41292
37.67,-5.65929,-7.36526,3.1457
37.7295,-5.96157,-7.50945,2.05869
37.7916,-6.18935,-7.51205,1.19625
37.8497,-6.03499,-7.68059,0.87029
37.9095,-5.92031,-7.81487,0.21825
37.9695,-6.03655,-7.7262,-0.1896
38.0299,-6.16028,-7.6113,-0.53768
